state,anchor_id,existing_ccss_id,verdict,confidence,recommended_ccss_id,rationale
KY,6.RP.3,6.RP.A.3,confirmed,99.0,6.RP.A.3,"The lesson overlap is perfect (1.0) with all 11 lessons shared between the state standard and 6.RP.A.3, and the state standard text is essentially identical to the CCSS standard text, with the highest embedding similarity score of 0.797 among all candidates."
NC,8.G.3,8.G.A.3,confirmed,99.0,8.G.A.3,"The lesson overlap is perfect (1.0, with all 14 lessons shared), and the text similarity is very high (0.847). The NC standard is essentially a more specific version of 8.G.A.3, restricting rotations to 90-degree increments and reflections to the axes, but both standards describe the same core concept of transformations using coordinates."
PA,2.1.1.B.1,1.NBT.A.1,confirmed,99.0,1.NBT.A.1,"The lesson overlap is perfect (1.0) with all 9 lessons shared between the state standard and 1.NBT.A.1, and the embedding similarity is the highest among all candidates at 0.722. No other candidate comes close in either metric."
WV,8.20,8.G.A.5,likely_incorrect,95.0,8.G.A.2,"The state standard text is nearly identical to 8.G.A.2 (congruence via rigid motions), which also has 100% lesson overlap, while the tagged 8.G.A.5 (angle sums and transversals) has only 6.7% lesson overlap and is not among the top-5 candidates. The existing tag for 8.G.A.2 is clearly the correct alignment."
WI,6.EE.C.9,6.EE.C.9,confirmed,99.0,6.EE.C.9,"The lesson overlap is 1.0 (all 4 lessons shared), and the text of the state standard is nearly identical to CCSS 6.EE.C.9, with an embedding similarity of 0.876. No other candidate comes close in either metric."
NC,3.NF.3,3.NF.A.3,likely_incorrect,75.0,,"The tag 3.NF.A.3 has 0% lesson overlap (CCSS standard has 0 lessons total), making it impossible to confirm via the primary signal. Meanwhile, 3.NF.A.3.c already has a perfect 100% lesson overlap and is an existing tag for this standard, covering the 'expressing whole numbers as fractions' bullet. The parent standard 3.NF.A.3 is a broad umbrella with no lessons attached, while the sub-standards (3.NF.A.3.b with 40% overlap, 3.NF.A.3.a with 33% overlap) better capture the equivalent fractions content — suggesting 3.NF.A.3 as a standalone tag adds little value and is likely redundant or misaligned given zero lesson overlap."
PA,2.3.3.A.2,3.G.A.2,confirmed,99.0,3.G.A.2,"The tag 3.G.A.2 has a perfect lesson overlap of 1.0 (all 10 lessons shared) and the highest embedding similarity score of 0.836, with the state standard text being nearly verbatim identical to the CCSS standard text. All evidence strongly supports this tag."
PA,2.1.2.B.1,2.NBT.A.1.b,likely_correct,62.0,2.NBT.A.1.b,"The tag 2.NBT.A.1.b shows a strong lesson overlap of 69.2% (9 of 13 shared lessons), which is the strongest signal available and supports this tag being a reasonable match despite not appearing in the top-5 similarity candidates. While the PA standard also covers comparing three-digit numbers (better captured by 2.NBT.A.4), the high lesson overlap with 2.NBT.A.1.b suggests it is a legitimate part of the alignment for the place-value representation aspect of the standard."
PA,2.4.K.A.4,K.MD.B.3,confirmed,99.0,K.MD.B.3,"The lesson overlap is perfect (1.0, all 8 lessons shared), and the state standard text is nearly identical to K.MD.B.3's text. Both the strongest signal (lesson overlap) and semantic similarity strongly confirm this tag."
WV,K.18,1.MD.C,likely_incorrect,82.0,2.MD.C.8,"The tag being evaluated (1.MD.C: 'Represent and interpret data') has zero lesson overlap and is semantically unrelated to identifying coins. The best candidate is 2.MD.C.8, which directly references pennies, nickels, dimes, and quarters, aligning closely with this standard's content, even though lesson overlap is also zero across all candidates."
WI,K.G.A.1,K.G.A.1,confirmed,99.0,K.G.A.1,"The state standard text is identical to the CCSS K.G.A.1 text, and the lesson overlap is perfect (1.0, all 5 lessons shared), making this an unambiguous match with overwhelming evidence."
ME,9.8.F.A.3,8.F.A.3,confirmed,99.0,8.F.A.3,"The state standard text is virtually identical to CCSS 8.F.A.3, and the lesson overlap is perfect (1.0) with all 3 lessons shared, making this an unambiguous match. It also ranks #1 in both embedding similarity (0.916) and lesson overlap among all candidates."
NC,5.NF.3,5.NF.B.3,confirmed,99.0,5.NF.B.3,"The lesson overlap is perfect (1.0, all 4 lessons shared), and the state standard text directly mirrors CCSS 5.NF.B.3 content — interpreting fractions as division and solving word problems with whole-number division yielding fraction/mixed-number answers. The embedding similarity is also the highest among candidates at 0.82."
NY,K.CC.7,K.CC.C.7,confirmed,99.0,K.CC.C.7,"The state standard text is identical to K.CC.C.7, and the lesson overlap is perfect (1.0) with all 3 lessons shared. This is an unambiguous match."
WI,6.EE.A.4,6.EE.A.4,confirmed,99.0,6.EE.A.4,"The lesson overlap is perfect (1.0, all 8 lessons shared), the embedding similarity is very high (0.879), the tag ranks #1 among candidates, and the state standard text is nearly identical to the CCSS text. All evidence strongly supports this tag."
NC,2.OA.4,2.OA.C.4,confirmed,99.0,2.OA.C.4,"The state standard text is identical to the CCSS 2.OA.C.4 text, and the lesson overlap is perfect (1.0) with all 14 lessons shared, providing overwhelming evidence that this tag is correct."
KY,2.NBT.6,2.NBT.B.6,confirmed,99.0,2.NBT.B.6,"The state standard text is identical to CCSS 2.NBT.B.6, and the lesson overlap is perfect (1.0), with all 2 lessons shared. This is an unambiguous match."
ME,9.8.F.B.4,8.F.B.4,confirmed,99.0,8.F.B.4,"The state standard text is virtually identical to CCSS 8.F.B.4, and the lesson overlap is perfect (1.0) with all 3 lessons shared. Both embedding similarity (0.951) and lesson overlap provide overwhelming support for this tag."
KY,4.MD.2.a,4.MD.A.2,confirmed,99.0,4.MD.A.2,"The lesson overlap is perfect (1.0) with all 13 lessons shared between the state standard and 4.MD.A.2, and the tag ranks first among all candidates. The CCSS standard text directly matches the state standard's content of solving measurement problems involving whole numbers, simple fractions, or decimals."
KY,2.MD.6,2.MD.B.6,confirmed,99.0,2.MD.B.6,"The lesson overlap is perfect (1.0, all 6 lessons shared), and the embedding similarity is 0.90, reflecting nearly identical text between the state standard and 2.MD.B.6. No other candidate comes close."
WI,1.OA.B.3,1.OA.B.3,confirmed,99.0,1.OA.B.3,"The lesson overlap is perfect (1.0, with all 18 lessons shared), and the state standard text is virtually identical to the CCSS 1.OA.B.3 text. This is a clear, unambiguous match with the strongest possible evidence."
WI,3.NF.A.3.b,3.NF.A.3.b,confirmed,99.0,3.NF.A.3.b,"The tag has a perfect lesson overlap of 1.0 (all 8 lessons shared) and ranks first among candidates with the highest embedding similarity (0.823), and the state standard text is nearly identical to the CCSS text. All evidence strongly supports this tag."
KY,K.G.1.b,K.G.A.1,confirmed,99.0,K.G.A.1,"The lesson overlap is perfect (1.0) with all 5 lessons shared, and the state standard text directly matches the positional language in K.G.A.1 (above, below, in front of, behind, next to). No other candidate comes close in either lesson overlap or semantic similarity."
KY,6.EE.5,6.EE.B.5,confirmed,99.0,6.EE.B.5,"The state standard text is virtually identical to 6.EE.B.5, and the lesson overlap is perfect (1.0) with all 4 lessons shared. Both embedding similarity (0.908) and lesson overlap provide overwhelming support for this tag."
KY,3.MD.3.c,3.MD.B.3,confirmed,95.0,3.MD.B.3,"The lesson overlap is perfect (1.0) with all 3 state lessons matching the 3 CCSS lessons, providing very strong evidence this tag is correct. The state standard's focus on 'how many more' and 'how many less' questions from graphs directly aligns with 3.MD.B.3's explicit mention of solving such problems using scaled bar graphs."
WV,1.1,1.OA.A.1,confirmed,99.0,1.OA.A.1,"The state standard text is virtually identical to 1.OA.A.1, and the lesson overlap is 0.88 (22 of 22 state lessons shared), making this an exceptionally strong match with no competing candidates showing meaningful overlap."
ME,12.5.NF.B.7b,5.NF.B.7.b,confirmed,99.0,5.NF.B.7.b,"The lesson overlap is perfect (1.0) with all 5 state lessons matching all 5 CCSS lessons, and the state standard text is nearly identical to 5.NF.B.7.b. This is the top-ranked candidate by both lesson overlap and embedding similarity."
WV,2.25,2.G.A.1,confirmed,99.0,2.G.A.1,"The tag 2.G.A.1 has a perfect lesson overlap of 1.0 (all 7 lessons shared) and the highest embedding similarity of 0.88, and the state standard text is nearly identical to the CCSS text. This is an unambiguous match."
ME,6.8.NS.A.1,8.NS.A.1,confirmed,99.0,8.NS.A.1,"The tag has perfect lesson overlap (1.0, all 3 lessons shared) and the highest embedding similarity (0.890) among all candidates. The state standard text is nearly identical to 8.NS.A.1, with only minor wording differences."
NY,K.G.5,K.G.B.5,confirmed,99.0,K.G.B.5,"The lesson overlap is perfect (1.0) with all 4 lessons shared between the state standard and K.G.B.5, and the semantic similarity score of 0.727 is the highest among all candidates. The state standard text ('Model objects in their environment by building and/or drawing shapes') is a clear paraphrase of K.G.B.5 ('Model shapes in the world by building shapes from components and drawing shapes')."
WV,7.5.d,7.NS.A.2.d,confirmed,99.0,7.NS.A.2.d,"The state standard text is verbatim identical to 7.NS.A.2.d, and the lesson overlap is perfect at 1.0 (all 3 lessons shared). This is the strongest possible evidence for a correct tag."
ME,1.K.CC.A.3,K.CC.A.3,confirmed,98.0,K.CC.A.3,"The state standard text is virtually identical to K.CC.A.3, and the lesson overlap is strong at 66.67% (12 of 12 state lessons shared), with K.CC.A.3 ranking first in both embedding similarity (0.84) and lesson overlap among all candidates."
WV,7.20.e,6.SP.B.5.d,confirmed,99.0,6.SP.B.5.d,"The state standard text is identical to 6.SP.B.5.d, and the lesson overlap is perfect (1.0) with the single shared lesson matching exactly. Both embedding similarity (0.937) and lesson overlap provide overwhelming support for this tag."
WV,7.26.b,7.SP.C.8.b,confirmed,99.0,7.SP.C.8.b,"The state standard text is virtually identical to 7.SP.C.8.b, with a perfect lesson overlap of 1.0 and an embedding similarity of 0.965, making this an unambiguous match."
KY,3.OA.5,3.OA.B.5,confirmed,99.0,3.OA.B.5,"The lesson overlap is perfect (1.0, with all 19 lessons shared), and the state standard text is essentially identical to CCSS 3.OA.B.5. No other candidate comes close on lesson overlap."
ME,4.1.NBT.A.1,1.NBT.A.1,confirmed,99.0,1.NBT.A.1,"The tag has perfect lesson overlap (1.0, all 9 lessons shared) and the highest embedding similarity (0.90) among candidates, and the state standard text is essentially identical to the CCSS standard text, making this an unambiguous match."
WV,7.5.c,7.NS.A.2.c,confirmed,99.0,7.NS.A.2.c,"The tag shows perfect lesson overlap (1.0, all 8 lessons shared) and the state standard text is identical to the CCSS 7.NS.A.2.c text, with the highest embedding similarity score (0.887) among all candidates. All evidence strongly supports this tag."
ME,5.6.NS.C.7d,6.NS.C.7.d,confirmed,99.0,6.NS.C.7.d,"The state standard text is essentially identical to 6.NS.C.7.d, and the lesson overlap is perfect (1.0) with all 2 lessons shared. No other candidate comes close."
NY,7.EE.3,7.EE.B.3,confirmed,99.0,7.EE.B.3,"The lesson overlap is perfect (1.0, all 7 lessons shared), the state standard text is nearly identical to the CCSS text, and 7.EE.B.3 ranks first among all candidates with the highest embedding similarity (0.795). All evidence strongly supports this tag."
KY,K.MD.1,K.MD.A.1,confirmed,99.0,K.MD.A.1,"The lesson overlap is perfect (1.0) with all 4 lessons shared, and the state standard text directly mirrors K.MD.A.1's content about describing measurable attributes of objects. No other candidate comes close in lesson overlap."
WV,4.23,4.MD.C.5,,,,"Unparseable response: The text of the state standard is identical to 4.MD.C.5, which makes it the top similarity candidate (rank 1, embedding 0.872). However, the lesson overlap is 0.0 — the CCSS 4.MD.C.5 has 0 lessons map"
ME,4.7.EE.A.1,7.EE.A.1,confirmed,99.0,7.EE.A.1,"The tag has a perfect lesson overlap of 1.0 (all 6 lessons shared), is ranked #1 in similarity candidates, and the text of the state standard is nearly identical to 7.EE.A.1. All evidence strongly supports this alignment."
WI,1.NBT.B.3,1.NBT.B.3,confirmed,99.0,1.NBT.B.3,"Perfect lesson overlap (1.0, all 8 lessons shared) combined with the highest embedding similarity (0.82) among all candidates. The state standard text is nearly identical to the CCSS standard, with the only difference being the addition of 'describe the result of the comparison using words and'."
NC,1.NBT.7,1.NBT.A.1,confirmed,97.0,1.NBT.A.1,"The lesson overlap is perfect (1.0) with all 9 lessons shared between the state standard and 1.NBT.A.1, and the semantic similarity score of 0.761 is the highest among all candidates. The content of the state standard (read, write, represent numerals to 100) is clearly a subset of 1.NBT.A.1 (same skills extending to 120), making this an excellent match."
PA,2.3.7.A.2,7.G.A.2,likely_correct,62.0,7.G.A.2,"Despite not appearing in the top-5 similarity candidates, 7.G.A.2 has the strongest lesson overlap (52.9%, 9 shared lessons) among all evaluated standards, which is the most reliable signal. The PA standard's broad language about visualizing/representing geometric figures and relationships is consistent with 7.G.A.2's focus on constructing geometric shapes with given conditions, and no top-5 candidate offers any lesson overlap to compete with this tag."
NC,K.CC.2,K.CC.A.2,confirmed,99.0,K.CC.A.2,"The state standard text is nearly identical to the CCSS K.CC.A.2 text, and the lesson overlap of 57.1% (8 shared lessons) is strong, with K.CC.A.2 ranking first among all candidates with no other candidate showing any lesson overlap."
PA,2.4.5.A.2,5.MD.B,likely_incorrect,62.0,5.MD.B,"The tag 5.MD.B has 0% lesson overlap and doesn't appear in the top-5 candidates, providing no positive evidence for this alignment. However, 5.MD.B ('Represent and interpret data') is semantically the closest CCSS match to the PA grade 5 standard about representing and interpreting data with appropriate scale, and none of the top-5 candidates show any lesson overlap either, leaving no clearly superior alternative to recommend."
KY,7.SP.7.a,7.SP.C.7.a,confirmed,99.0,7.SP.C.7.a,"The tag shows perfect lesson overlap (1.0) with all 2 state lessons matching the 2 CCSS lessons, and the state standard text is nearly identical to 7.SP.C.7.a. No other candidate comes close in either lesson overlap or semantic similarity."
WI,2.MD.A.1,2.MD.A.1,confirmed,99.0,2.MD.A.1,"The state standard text is identical to CCSS 2.MD.A.1, and the lesson overlap is perfect (1.0, with all 7 lessons shared), making this an unambiguous match with maximum support from both text and curriculum evidence."
WI,7.G.B.5,7.G.B.5,confirmed,99.0,7.G.B.5,"The tag is an exact text match to the CCSS standard 7.G.B.5, and the lesson overlap is perfect (1.0) with all 3 lessons shared, making this unambiguously correct."
NY,2.OA.1a,2.OA.A.1,confirmed,95.0,2.OA.A.1,"The state standard 2.OA.1a is nearly identical in text to CCSS 2.OA.A.1 (differing only in restricting to one-step problems), and the lesson overlap is very strong at 76.92% with 10 of 10 state lessons shared. The embedding similarity of 0.87 also confirms the close textual match, and this candidate ranks first among all candidates."
NY,K.MD.3,K.MD.B.3,confirmed,99.0,K.MD.B.3,"The lesson overlap is perfect (1.0) with all 8 lessons shared, and the text of the state standard is virtually identical to K.MD.B.3. No other candidate comes close in either lesson overlap or semantic similarity."
PA,2.1.5.C.2,5.NF.B.7.b,,,,"Unparseable response: Looking at the evidence:

The state standard PA 2.1.5.C.2 broadly covers ""Apply and extend previous understandings of multiplication and division to multiply and divide fractions"" - this is essentiall"
ME,3.7.NS.A.1a,7.NS.A.1.a,confirmed,99.0,7.NS.A.1.a,"The state standard text is virtually identical to 7.NS.A.1.a, and the lesson overlap is perfect (1.0), with all 2 lessons shared. This is unambiguous."
WI,7.RP.A.2.b,7.RP.A.2.b,confirmed,99.0,7.RP.A.2.b,"The state standard text is identical to the CCSS 7.RP.A.2.b text, and the lesson overlap is perfect (1.0) with all 10 lessons shared, making this an unambiguous match with the strongest possible evidence."
NC,5.MD.5,5.MD.C.5,likely_incorrect,72.0,5.MD.C.5.b,"The tag 5.MD.C.5 has 0% lesson overlap despite being the parent standard, while the sub-standards 5.MD.C.5.b (85.7% overlap) and 5.MD.C.5.c (71.4% overlap) show strong lesson alignment. The parent standard 5.MD.C.5 appears to have no lessons assigned to it directly in the CCSS curriculum data, making it a functionally empty tag. The NC standard's content most closely aligns with 5.MD.C.5.b (volume formula application) which already exists as another tag, and the other sub-standards already cover the remaining content — so this parent-level tag adds no value and the lesson overlap evidence strongly suggests it is not the best match."
ME,1.K.CC.A.1,K.CC.A.1,confirmed,98.0,K.CC.A.1,"The state standard text is identical to K.CC.A.1, and the lesson overlap is very strong at 71.43% (15 of 15 state lessons shared), with K.CC.A.1 ranking first in both similarity and lesson overlap with no competing candidates showing any lesson overlap."
ME,4.3.OA.A.4,3.OA.A.4,confirmed,99.0,3.OA.A.4,"The state standard text is virtually identical to 3.OA.A.4, and the lesson overlap is perfect (1.0) with all 6 lessons shared, making this an unambiguous match."
NC,6.EE.2,6.EE.A.2.c,confirmed,95.0,6.EE.A.2.c,"The lesson overlap of 0.8333 (10 of 12 state lessons shared with 6.EE.A.2.c's 10 lessons) is extremely strong and far exceeds all other candidates. The state standard's text explicitly includes 'evaluate expressions at specific values of their variables using expressions that arise from formulas used in real-world problems,' which directly matches 6.EE.A.2.c's content."
NC,8.SP.3,8.SP.A.3,confirmed,99.0,8.SP.A.3,"The lesson overlap is perfect (1.0) with all 6 lessons shared between the state standard and 8.SP.A.3, and the text of the state standard is nearly identical to 8.SP.A.3. This is an unambiguous match."
NC,2.MD.2,2.MD.A.2,confirmed,99.0,2.MD.A.2,"The state standard text is identical to CCSS 2.MD.A.2, and the lesson overlap is perfect (1.0), with all shared lessons matching. This is the top-ranked candidate by both embedding similarity and lesson overlap."
WI,3.MD.C.5.a,3.MD.C.5.a,confirmed,99.0,3.MD.C.5.a,"The tag has a perfect lesson overlap of 1.0 (all 5 lessons shared) and an embedding similarity of 0.93, with nearly identical text between the state standard and the CCSS standard. All evidence strongly supports this tag."
WV,5.22.c,5.MD.C.5.c,confirmed,99.0,5.MD.C.5.c,"The tag shows perfect lesson overlap (1.0, all 5 lessons shared) and the highest embedding similarity (0.918) among all candidates. The state standard text is nearly identical to the CCSS standard text, leaving no ambiguity."
PA,2.1.1.B.3,1.NBT.C.4,confirmed,95.0,1.NBT.C.4,"The lesson overlap between the state standard and 1.NBT.C.4 is perfect (1.0), with all 22 lessons shared, which is the strongest possible signal. No other candidate comes close on lesson overlap, making this tag clearly well-supported despite the relatively lower embedding similarity score."
ME,6.8.EE.A.4,8.EE.A.4,confirmed,99.0,8.EE.A.4,"The lesson overlap is perfect (1.0, all 6 lessons shared), the embedding similarity is very high (0.903), the text is nearly identical, and the tag ranks first among all candidates — all evidence strongly supports this tag."
NY,5.NBT.4,5.NBT.A.4,confirmed,99.0,5.NBT.A.4,"The state standard text is identical to the CCSS 5.NBT.A.4 text, and the lesson overlap is perfect (1.0) with all 2 lessons shared, making this an unambiguous match."
PA,2.1.7.D.1,7.RP.A.2,likely_incorrect,72.0,7.RP.A.3,"The tag 7.RP.A.2 has 0% lesson overlap with the state standard, meaning no curriculum lessons are shared between them, making it a poor functional match. Among all candidates, 7.RP.A.3 has by far the strongest lesson overlap at 70.27% (26 of 37 lessons shared), and the state standard's emphasis on using proportional relationships to 'model and solve real-world and mathematical problems' closely aligns with 7.RP.A.3's focus on solving multistep ratio and percent problems in real-world contexts."
NY,6.NS.4,6.NS.B.4,confirmed,99.0,6.NS.B.4,"The lesson overlap is perfect (1.0, all 7 lessons shared), the embedding similarity is very high (0.875), and the state standard text is nearly identical to 6.NS.B.4 — covering GCF ≤100, LCM ≤12, and distributive property application. This is an unambiguous match."
NY,K.CC.2,K.CC.A.2,confirmed,95.0,K.CC.A.2,"The state standard text is nearly identical to K.CC.A.2's text, and the lesson overlap is very strong at 57% (all 8 state lessons are shared with the CCSS standard). This is the highest lesson overlap among all candidates, clearly supporting this tag."
WI,8.G.A.1.c,8.G.A.1.c,confirmed,99.0,8.G.A.1.c,"The tag is an exact text match between the state standard and CCSS 8.G.A.1.c, and the lesson overlap is perfect (1.0, with all 6 lessons shared), providing the strongest possible evidence that this alignment is correct."
WV,K.21,K.G.B.5,likely_incorrect,95.0,K.G.A.2,"The tag being evaluated (K.G.B.5) has only 11% lesson overlap and is not in the top-5 candidates, while K.G.A.2 has identical text to the state standard, 100% lesson overlap, and the highest embedding similarity (0.875). The existing tag K.G.A.2 is clearly the correct alignment and K.G.B.5 should be removed."
KY,7.SP.1,7.SP.A.1,confirmed,99.0,7.SP.A.1,"The state standard text is virtually identical to 7.SP.A.1, and the lesson overlap is perfect (1.0) with all 4 lessons shared, making this an unambiguous match."
WI,5.NF.B.7.b,5.NF.B.7.b,confirmed,99.0,5.NF.B.7.b,"The tag shows perfect lesson overlap (1.0, with all 5 lessons shared) and ranks first among candidates by both embedding similarity and lesson overlap, providing overwhelming evidence that this is the correct alignment."
WI,5.NF.B.4,5.NF.B.4,confirmed,99.0,5.NF.B.4,"The lesson overlap is perfect (1.0) with all 4 lessons shared between the state standard and 5.NF.B.4, and the state standard text directly matches the CCSS 5.NF.B.4 content about multiplying fractions by whole numbers and fractions by fractions. No other candidate comes close in lesson overlap."
WI,6.NS.C.6.c,6.NS.C.6.c,confirmed,99.0,6.NS.C.6.c,"Perfect lesson overlap (1.0, all 7 lessons shared) combined with near-identical standard text and top embedding similarity score (0.815) provides overwhelming evidence that this tag is correct."
NY,K.OA.1,K.OA.A.1,confirmed,99.0,K.OA.A.1,"The lesson overlap is 96.43% (27 of 27 state lessons shared with 28 CCSS lessons), which is nearly perfect alignment. The state standard text is also nearly identical to K.OA.A.1's text, and it ranks #1 in both similarity and lesson overlap."
PA,2.1.5.C.2,5.NF.B.3,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap for 5.NF.B.3**: Only 0.1212 (4 shared lessons out of 33 state lessons), and it's NOT in the top-5 candidates.

2. **The state standard text** (""Apply and "
WI,6.RP.A.3,6.RP.A.3,confirmed,99.0,6.RP.A.3,"The lesson overlap is perfect (1.0, 11/11 lessons shared) and the embedding similarity is extremely high (0.90), with the state standard text being nearly identical to the CCSS text. This is an unambiguous match."
WV,6.5,6.NS.B.2,confirmed,99.0,6.NS.B.2,"The tag has perfect lesson overlap (1.0, all 3 lessons shared) and the highest embedding similarity (0.864) among all candidates. The state standard text is nearly identical to 6.NS.B.2, differing only by the parenthetical clarification '(efficiently and accurately)'."
PA,2.4.4.A.6,4.MD.C.7,confirmed,82.0,4.MD.C.7,"4.MD.C.7 has a 0.4 lesson overlap (4 of 10 shared lessons), which is substantial and consistent with the other existing tags for this standard (4.MD.C.5a/b at 0.5, 4.MD.C.6 at 0.4). The state standard explicitly mentions 'properties of adjacent angles to solve problems,' which directly matches 4.MD.C.7's focus on additive angle measure and solving for unknown angles — despite 4.MD.C.7 not appearing in the top-5 similarity candidates, the lesson overlap evidence strongly supports this tag."
WI,6.RP.A.3.c,6.RP.A.3.c,confirmed,99.0,6.RP.A.3.c,"The lesson overlap is perfect (1.0, with all 5 lessons shared), and the state standard text is virtually identical to the CCSS 6.RP.A.3.c text. The embedding similarity of 0.85 further supports this match, and no other candidate comes close."
NC,6.NS.3,6.NS.B.3,confirmed,99.0,6.NS.B.3,"The tag shows perfect lesson overlap (1.0, with all 7 lessons shared) and the highest embedding similarity (0.817) among all candidates. The state standard text and CCSS 6.NS.B.3 text are semantically equivalent, both describing fluency with standard algorithms for all four decimal operations at grade 6."
KY,7.G.3,7.G.A.3,confirmed,99.0,7.G.A.3,"The state standard text is identical to 7.G.A.3, and the lesson overlap is perfect (1.0) with all 2 lessons shared. This is unambiguous."
KY,3.NBT.2,3.NBT.A.2,confirmed,99.0,3.NBT.A.2,"The lesson overlap is perfect (1.0, all 13 lessons shared), and the text of the state standard is virtually identical to 3.NBT.A.2. No other candidate comes close in either lesson overlap or semantic similarity."
PA,2.1.5.C.2,5.NF.B.5.a,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap for 5.NF.B.5.a**: 0.2121 (7 shared lessons out of 33 state lessons). This is moderate but not the highest among the other existing tags.

2. **The tag is "
WV,5.22.a,5.MD.C.5.a,confirmed,99.0,5.MD.C.5.a,"The tag has a perfect lesson overlap of 1.0 (all 2 lessons shared), ranks #1 in similarity with an embedding score of 0.938, and the state standard text is virtually identical to the CCSS 5.MD.C.5.a text word-for-word."
WI,5.NBT.A.1,5.NBT.A.1,confirmed,99.0,5.NBT.A.1,"The lesson overlap is perfect (1.0, with all 6 lessons shared), and the state standard text is virtually identical to the CCSS 5.NBT.A.1 text. Both the strongest signal (lesson overlap) and the semantic similarity score (0.85) strongly confirm this tag."
NY,2.NBT.7a,2.NBT.B.7,confirmed,99.0,2.NBT.B.7,"The lesson overlap is 97.5% (39 of 39 state lessons shared with the CCSS standard's 40 lessons), which is an extremely strong signal of correct alignment. The state standard text is also essentially identical to 2.NBT.B.7, and no other candidate comes close in lesson overlap."
PA,2.1.7.E.1,7.NS.A.2.d,likely_incorrect,72.0,7.NS.A.2.c,"7.NS.A.2.d has only 0.12 lesson overlap and does not appear in the top-5 candidates, while 7.NS.A.2.c has the highest lesson overlap (0.32) among all candidates and also ranks 3rd in embedding similarity. The PA standard broadly covers operations with rational numbers, which aligns better with 7.NS.A.2.c's coverage of applying properties of operations to multiply and divide rational numbers than with the narrow decimal conversion focus of 7.NS.A.2.d."
WI,8.NS.A.2,8.NS.A.2,confirmed,99.0,8.NS.A.2,"The lesson overlap is perfect (1.0) with all 2 lessons shared, and the state standard text is nearly identical to the CCSS 8.NS.A.2 text. The embedding similarity of 0.865 also strongly supports this match, and it ranks #1 among candidates."
WV,6.27,6.SP.A.3,confirmed,99.0,6.SP.A.3,"The lesson overlap is perfect (1.0, 11/11 lessons shared), and the state standard text is nearly identical to 6.SP.A.3's text. This is the top-ranked candidate by both lesson overlap and embedding similarity, providing overwhelming evidence for correctness."
WV,6.29.a,6.SP.B.5.a,confirmed,99.0,6.SP.B.5.a,"The tag has perfect lesson overlap (1.0) with 6.SP.B.5.a, and the text of both standards is identical: 'Reporting the number of observations.' No other candidate comes close in either lesson overlap or semantic similarity."
WI,7.SP.A.1,7.SP.A.1,confirmed,99.0,7.SP.A.1,"The tag has a perfect lesson overlap of 1.0 (all 4 lessons shared) and the highest embedding similarity of 0.93, with identical text between the state standard and the CCSS standard. This is an unambiguous match."
WI,1.NBT.B.2.b,1.NBT.B.2.b,confirmed,99.0,1.NBT.B.2.b,"The state standard text is identical to 1.NBT.B.2.b, and the lesson overlap is perfect (1.0) with all 9 lessons shared, making this an unambiguous match."
NC,K.CC.3,K.CC.A.3,confirmed,98.0,K.CC.A.3,"The state standard text is nearly identical to K.CC.A.3, and the lesson overlap of 66.67% (12 of 12 state lessons shared) is strong. The embedding similarity of 0.876 is also the highest among all candidates, with no competing candidate coming close in either metric."
PA,2.1.2.B.3,2.NBT.B.5,likely_incorrect,78.0,2.NBT.B.7,"The state standard explicitly targets addition and subtraction within 1,000, which matches 2.NBT.B.7 far better than 2.NBT.B.5 (which is limited to within 100). The lesson overlap confirms this: 2.NBT.B.7 shares 40 of 45 lessons (88.9%) with the state standard, while 2.NBT.B.5 shares only 10 (21.7%), making 2.NBT.B.7 the clearly dominant match."
NY,1.OA.5,1.OA.C.5,confirmed,99.0,1.OA.C.5,"Perfect lesson overlap (1.0, 16/16 shared lessons) combined with rank-1 similarity and nearly identical standard text provides overwhelming evidence that this tag is correct."
NC,7.NS.2.a,7.NS.A.2.b,confirmed,92.0,7.NS.A.2.b,"The lesson overlap is perfect (1.0) with all 2 shared lessons matching, and 7.NS.A.2.b directly addresses the concept that integers can be divided (with non-zero divisor) and every such quotient is a rational number, which aligns well with the NC state standard's focus on rational numbers as quotients of integers with non-zero divisors. No other candidate comes close in lesson overlap."
WV,5.8,5.NBT.B.5,confirmed,99.0,5.NBT.B.5,"The lesson overlap is perfect (1.0, all 5 lessons shared), the text is nearly identical, and 5.NBT.B.5 ranks first among all candidates with the highest embedding similarity (0.858). All evidence strongly supports this tag."
PA,2.1.K.A.1,K.CC.A.3,likely_correct,62.0,K.CC.A.3,"K.CC.A.3 has the highest lesson overlap among the top-5 candidates (0.2553, 12 shared lessons), making it a reasonable match for a standard about knowing number names and writing the count sequence. However, the PA standard's text more broadly covers 'count sequence' and 'reciting,' which also aligns with K.CC.A.1 (tied highest overlap at 0.3191) — K.CC.A.3's writing-numerals focus does capture the 'write' component of the PA standard, supporting its inclusion alongside the other existing tags."
WI,5.G.A.1,5.G.A.1,confirmed,99.0,5.G.A.1,"The state standard text is identical to CCSS 5.G.A.1, and the lesson overlap is perfect (1.0, with all 3 lessons shared). This is an unambiguous match with maximum possible evidence."
